,energy_100g,fat_100g,sugars_100g,proteins_100g,sodium_100g,category_top,target
0,308.4547570195102,15.261650518417511,4.297639750159044,6.5379808086261715,0.1625278872033008,64,0
1,572.2414182177517,38.825007563318664,5.034929388603531,79.86530881279131,0.0,63,0
2,4.230723236545192,0.5346041145337166,5.006255144352101,0.0,0.0,58,0
3,391.69747402025337,39.851359650080795,39.778703672167715,15.645931378420821,0.034503085242316406,64,0
4,115.13862929227254,1.15391652164926,4.335656576753262,6.39615860034659,0.0,64,0
5,0.0,0.5834781726543568,3.17145277341478,0.0,0.0,64,0
6,395.2925491977381,39.04527725662996,32.61392578351153,5.280480000110076,0.0719833326841647,63,0
7,426.28920506085893,62.07189057047605,12.575220911680221,0.5282010715141853,0.05855152135604823,63,0
8,90.04116352427704,0.6880689943944887,4.011293286097226,0.510725986590464,0.0,64,0
9,258.8601064048538,0.278126014253542,4.82292476450754,0.21956018179544046,0.28335649269760105,63,0
10,62.420576584116965,6.660521229792119,1.4435400196816266,4.62745859460836,0.011511153310431954,63,0
11,43.276452395435754,6.616992199559811,2.192476828921071,5.326890534543209,0.16722949510115723,63,0
12,16.982968129670997,0.0,0.11316194645803532,0.051148367591691335,0.0,64,0
13,109.8717754004769,4.63828422351705,3.311205663151938,3.9163249837110756,0.16700399215351722,63,0
14,458.94887031393245,38.38819702873996,0.0,13.73258111548592,0.4443071252160269,64,0
15,676.6798578608154,36.06069278115629,34.232299626676976,8.244645736585376,0.15952808665052798,63,0
16,110.71308161295873,4.707058344227158,3.423814091793937,4.327050712049222,0.0,64,0
17,470.94529214073816,42.03296910880685,5.4299599843829025,6.596654460528731,0.0,64,0
18,0.0,0.24686424184550818,0.13272312678829318,0.07008376607542627,0.0,5,0
19,0.0,0.5825958680857317,0.25948958817274903,0.0,0.04079049072195379,64,0
20,5.619632248572872,0.04627754846546728,0.048436360941883055,0.0796768197930938,0.3413184027935152,64,1
21,481.88197741305333,1.711211808942114,0.555898695515501,0.5968503877738598,0.0,64,0
22,233.51644403370653,12.282407465433634,3.3829686972842916,6.6114567321893745,0.4917895701611902,63,0
23,117.15804814431499,12.915095126732878,4.37437218885185,15.808588738581097,0.25957846102031157,63,0
24,169.6689214238562,4.803900276722228,2.4193965646281463,3.9255774623552524,0.000417944904413603,63,0
25,76.71251173241191,4.662489320666767,1.8198521126094875,4.8822830995974265,0.23679641545461072,64,0
26,91.73328399188216,5.028035673772066,11.04835247501196,6.3964638589845055,0.0,63,0
27,2.3696220210213603,0.0,3.570142671565433,0.1396719904088305,0.14970208107464214,63,0
28,314.89201524867985,12.503776132654249,0.12678420602300064,15.890567438682782,0.22007687705194526,63,0
29,555.6536026206489,34.963446051848095,35.74918921183621,12.526752888353073,0.17495445362534767,64,0
30,550.8561426424467,37.93458782737771,0.3497798756874324,28.322787765481444,0.19433436248786318,64,0
31,361.4758635521179,1.1695286237152034,0.32754713582844897,0.0184912289887193,0.0,64,0
32,107.2547029033297,0.050683606832061356,0.035801043195955895,0.4527869445431968,0.017826481750733703,64,0
33,133.87206484442822,0.7392738485691692,3.8082840339257285,14.957400932449119,0.18933722132118175,64,0
34,34.15873524703771,3.02846034461847,4.131737675177866,5.149365791154768,0.18431166249571393,64,0
35,48.192127535717475,4.192058804568169,3.1082492256538403,7.685892440153861,0.5734638148023146,64,0
36,557.9293578113716,4.8977819836983185,0.0,4.609374253536024,0.13256414410105952,64,1
37,19.501695773595358,0.14779110581838448,0.13364804635892988,0.04316134565801488,0.34051921492372184,64,0
38,0.0,0.23686810502915712,0.06608362918957535,0.0,0.0,64,0
39,603.3591592142043,35.275901881774864,37.776031827616826,8.832723576235388,0.19106025488012993,64,0
40,516.5633457401303,37.12414004047348,0.3495159029970033,0.8443893859632214,0.0,64,0
41,534.9434142651832,33.501011623835694,14.546410514309654,5.412016379874932,0.06359987904681788,64,0
42,621.3114882498512,30.71323803082252,4.230395221892892,7.212941463449823,0.17996540969513997,64,0
43,50.69593261154492,3.974903924202964,2.212780649294736,4.377535208030191,0.1387420182252081,63,0
44,98.59422055094349,0.5774663685974445,0.0,16.148076018613413,0.20463166879679975,4,0
45,92.35465389545263,10.55169630320663,0.0,15.915642441174574,0.32765901811450737,63,0
46,173.79220497447932,1.094921708861899,0.2026395623186082,5.058984110560257,0.07027655087463205,63,0
